Vendor,"GRAPHTEC Corporation"
Model,"GL840"
Version,"Ver1.31  "
MaxChannel,20
GSStartCH,20
WLStartCH,20
MaxLogicChannel,4
Logic/Pulse,Off,Off,Off,Off,Off,Off,Off
TempUnit,C
Sampling interval,100ms
Total data points,6079      
Trigger,0         
Start time,2026-02-27,13:07:35
End time,2026-02-27,13:17:43
Trigger time,2026-02-27,13:07:35
AMP settings
CH,Signal name,Amp,Input,Range,Temperature Range,Filter,Span,,Unit,Color,,,Line Width
CH1,"Z1","M",TEMP,TC_J,500degC,Off,+500.00,-50.00,[degC],0,13,23,0
CH2,"Z2","M",TEMP,TC_J,500degC,Off,+500.00,-50.00,[degC],28,5,6,0
CH3,"Z3","M",TEMP,TC_J,500degC,Off,+500.00,-50.00,[degC],9,22,8,0
CH4,"IC6","M",TEMP,TC_J,500degC,Off,+500.00,-50.00,[degC],21,0,21,0
CH5,"L6","M",TEMP,TC_J,500degC,Off,+500.00,-50.00,[degC],28,16,2,0
CH6,"T19","M",TEMP,TC_J,500degC,Off,+500.00,-50.00,[degC],5,23,30,0
CH10,"CH10","M",DC,5V,,Off,+2.500,-2.500,[V],19,27,0,0
CH11,"CH11","M",DC,1-5V,,Off,+5.000,+1.000,[V],28,5,6,0
Calc settings
CH,Left term,Operator,Right term,Scaling,Span,,Unit
Data
Number,Date&Time,ms,CH1,CH2,CH3,CH4,CH5,CH6,CH10,CH11,Alarm1-10,Alarm11-20,AlarmOut
      2798,2026/02/27 13:12:14,700,+ 59.95,+ 40.35,+ 38.25,+ 40.70,+ 38.90,+ 37.65,+ 1.848,+ 0.962,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2799,2026/02/27 13:12:14,800,+ 59.95,+ 40.30,+ 38.25,+ 40.75,+ 38.85,+ 37.65,+ 1.848,+ 0.962,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2800,2026/02/27 13:12:14,900,+ 59.95,+ 40.35,+ 38.25,+ 40.80,+ 38.90,+ 37.65,+ 1.847,+ 0.962,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2801,2026/02/27 13:12:15,  0,+ 60.00,+ 40.30,+ 38.25,+ 40.80,+ 38.90,+ 37.65,+ 1.847,+ 0.962,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2802,2026/02/27 13:12:15,100,+ 60.00,+ 40.35,+ 38.30,+ 40.80,+ 38.95,+ 37.65,+ 1.847,+ 0.962,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2803,2026/02/27 13:12:15,200,+ 60.00,+ 40.35,+ 38.30,+ 40.90,+ 38.95,+ 37.65,+ 1.846,+ 0.962,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2804,2026/02/27 13:12:15,300,+ 60.00,+ 40.35,+ 38.30,+ 40.85,+ 38.95,+ 37.65,+ 1.846,+ 0.962,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2805,2026/02/27 13:12:15,400,+ 60.00,+ 40.40,+ 38.35,+ 40.90,+ 39.00,+ 37.75,+ 1.845,+ 0.962,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2806,2026/02/27 13:12:15,500,+ 60.05,+ 40.40,+ 38.30,+ 40.85,+ 38.95,+ 37.70,+ 1.845,+ 0.962,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2807,2026/02/27 13:12:15,600,+ 60.05,+ 40.40,+ 38.30,+ 40.85,+ 38.90,+ 37.70,+ 1.845,+ 0.962,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2808,2026/02/27 13:12:15,700,+ 60.05,+ 40.40,+ 38.30,+ 40.85,+ 38.95,+ 37.70,+ 1.845,+ 0.962,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2809,2026/02/27 13:12:15,800,+ 60.00,+ 40.40,+ 38.30,+ 40.85,+ 38.95,+ 37.75,+ 1.844,+ 0.962,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2810,2026/02/27 13:12:15,900,+ 60.05,+ 40.40,+ 38.35,+ 40.90,+ 39.00,+ 37.75,+ 1.844,+ 0.962,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2811,2026/02/27 13:12:16,  0,+ 60.05,+ 40.40,+ 38.35,+ 40.90,+ 39.05,+ 37.75,+ 1.844,+ 0.962,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2812,2026/02/27 13:12:16,100,+ 60.05,+ 40.40,+ 38.30,+ 40.85,+ 38.95,+ 37.70,+ 1.844,+ 0.962,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2813,2026/02/27 13:12:16,200,+ 60.05,+ 40.40,+ 38.30,+ 40.85,+ 38.95,+ 37.75,+ 1.844,+ 0.962,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2814,2026/02/27 13:12:16,300,+ 60.10,+ 40.45,+ 38.40,+ 40.90,+ 39.05,+ 37.75,+ 1.844,+ 0.962,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2815,2026/02/27 13:12:16,400,+ 60.05,+ 40.40,+ 38.35,+ 40.90,+ 39.05,+ 37.75,+ 1.844,+ 0.962,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2816,2026/02/27 13:12:16,500,+ 60.05,+ 40.45,+ 38.30,+ 40.90,+ 38.95,+ 37.75,+ 1.844,+ 0.962,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2817,2026/02/27 13:12:16,600,+ 60.10,+ 40.45,+ 38.30,+ 40.85,+ 39.00,+ 37.80,+ 1.843,+ 0.962,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2818,2026/02/27 13:12:16,700,+ 60.10,+ 40.40,+ 38.30,+ 40.90,+ 39.00,+ 37.75,+ 1.843,+ 0.962,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2819,2026/02/27 13:12:16,800,+ 60.10,+ 40.45,+ 38.30,+ 40.85,+ 38.95,+ 37.75,+ 1.843,+ 0.962,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2820,2026/02/27 13:12:16,900,+ 60.10,+ 40.45,+ 38.35,+ 40.95,+ 39.05,+ 37.80,+ 1.843,+ 0.962,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2821,2026/02/27 13:12:17,  0,+ 60.10,+ 40.45,+ 38.40,+ 40.95,+ 39.05,+ 37.75,+ 1.843,+ 0.962,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2822,2026/02/27 13:12:17,100,+ 60.10,+ 40.45,+ 38.40,+ 40.95,+ 39.00,+ 37.75,+ 1.842,+ 0.962,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2823,2026/02/27 13:12:17,200,+ 60.10,+ 40.45,+ 38.40,+ 40.95,+ 39.05,+ 37.75,+ 1.842,+ 0.962,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2824,2026/02/27 13:12:17,300,+ 60.10,+ 40.50,+ 38.35,+ 41.00,+ 39.05,+ 37.80,+ 1.842,+ 0.962,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2825,2026/02/27 13:12:17,400,+ 60.10,+ 40.50,+ 38.40,+ 41.00,+ 39.05,+ 37.80,+ 1.842,+ 0.962,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2826,2026/02/27 13:12:17,500,+ 60.10,+ 40.50,+ 38.40,+ 41.00,+ 39.05,+ 37.75,+ 1.842,+ 0.962,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2827,2026/02/27 13:12:17,600,+ 60.10,+ 40.50,+ 38.45,+ 41.05,+ 39.05,+ 37.80,+ 1.842,+ 0.961,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2828,2026/02/27 13:12:17,700,+ 60.10,+ 40.55,+ 38.45,+ 41.00,+ 39.05,+ 37.75,+ 1.842,+ 0.962,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2829,2026/02/27 13:12:17,800,+ 60.10,+ 40.50,+ 38.45,+ 41.00,+ 39.05,+ 37.80,+ 1.841,+ 0.961,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2830,2026/02/27 13:12:17,900,+ 60.10,+ 40.55,+ 38.45,+ 41.00,+ 39.05,+ 37.80,+ 1.841,+ 0.961,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2831,2026/02/27 13:12:18,  0,+ 60.10,+ 40.55,+ 38.45,+ 41.00,+ 39.05,+ 37.80,+ 1.841,+ 0.962,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2832,2026/02/27 13:12:18,100,+ 60.10,+ 40.55,+ 38.45,+ 41.00,+ 39.10,+ 37.80,+ 1.841,+ 0.962,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2833,2026/02/27 13:12:18,200,+ 60.10,+ 40.55,+ 38.45,+ 41.05,+ 39.10,+ 37.80,+ 1.841,+ 0.962,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2834,2026/02/27 13:12:18,300,+ 60.10,+ 40.50,+ 38.45,+ 41.05,+ 39.10,+ 37.80,+ 1.841,+ 0.961,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2835,2026/02/27 13:12:18,400,+ 60.10,+ 40.50,+ 38.45,+ 41.05,+ 39.15,+ 37.85,+ 1.841,+ 0.961,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2836,2026/02/27 13:12:18,500,+ 60.10,+ 40.55,+ 38.40,+ 41.05,+ 39.10,+ 37.80,+ 1.841,+ 0.961,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2837,2026/02/27 13:12:18,600,+ 60.10,+ 40.55,+ 38.45,+ 41.00,+ 39.05,+ 37.80,+ 1.841,+ 0.961,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2838,2026/02/27 13:12:18,700,+ 60.10,+ 40.55,+ 38.40,+ 41.00,+ 39.05,+ 37.80,+ 1.841,+ 0.961,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2839,2026/02/27 13:12:18,800,+ 60.10,+ 40.55,+ 38.40,+ 41.00,+ 39.05,+ 37.70,+ 1.840,+ 0.961,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2840,2026/02/27 13:12:18,900,+ 60.10,+ 40.55,+ 38.40,+ 41.00,+ 39.05,+ 37.75,+ 1.840,+ 0.961,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2841,2026/02/27 13:12:19,  0,+ 60.10,+ 40.55,+ 38.45,+ 41.00,+ 39.10,+ 37.80,+ 1.840,+ 0.961,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2842,2026/02/27 13:12:19,100,+ 60.10,+ 40.50,+ 38.45,+ 41.05,+ 39.10,+ 37.80,+ 1.840,+ 0.961,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2843,2026/02/27 13:12:19,200,+ 60.10,+ 40.55,+ 38.40,+ 41.10,+ 39.10,+ 37.75,+ 1.840,+ 0.961,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2844,2026/02/27 13:12:19,300,+ 60.10,+ 40.55,+ 38.45,+ 41.05,+ 39.15,+ 37.80,+ 1.839,+ 0.961,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2845,2026/02/27 13:12:19,400,+ 60.10,+ 40.60,+ 38.40,+ 41.05,+ 39.15,+ 37.80,+ 1.839,+ 0.961,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2846,2026/02/27 13:12:19,500,+ 60.10,+ 40.60,+ 38.45,+ 41.05,+ 39.10,+ 37.80,+ 1.839,+ 0.961,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2847,2026/02/27 13:12:19,600,+ 60.10,+ 40.55,+ 38.45,+ 41.05,+ 39.15,+ 37.80,+ 1.839,+ 0.961,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2848,2026/02/27 13:12:19,700,+ 60.10,+ 40.60,+ 38.50,+ 41.10,+ 39.10,+ 37.75,+ 1.839,+ 0.961,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2849,2026/02/27 13:12:19,800,+ 60.10,+ 40.60,+ 38.45,+ 41.10,+ 39.15,+ 37.80,+ 1.839,+ 0.961,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2850,2026/02/27 13:12:19,900,+ 60.10,+ 40.60,+ 38.45,+ 41.10,+ 39.20,+ 37.80,+ 1.838,+ 0.961,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2851,2026/02/27 13:12:20,  0,+ 60.15,+ 40.60,+ 38.45,+ 41.05,+ 39.15,+ 37.80,+ 1.838,+ 0.961,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2852,2026/02/27 13:12:20,100,+ 60.10,+ 40.60,+ 38.45,+ 41.10,+ 39.15,+ 37.85,+ 1.838,+ 0.961,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2853,2026/02/27 13:12:20,200,+ 60.15,+ 40.55,+ 38.45,+ 41.10,+ 39.20,+ 37.80,+ 1.838,+ 0.961,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2854,2026/02/27 13:12:20,300,+ 60.15,+ 40.60,+ 38.50,+ 41.10,+ 39.15,+ 37.90,+ 1.838,+ 0.961,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2855,2026/02/27 13:12:20,400,+ 60.20,+ 40.60,+ 38.45,+ 41.10,+ 39.20,+ 37.90,+ 1.837,+ 0.961,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2856,2026/02/27 13:12:20,500,+ 60.10,+ 40.60,+ 38.45,+ 41.15,+ 39.20,+ 37.80,+ 1.837,+ 0.961,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2857,2026/02/27 13:12:20,600,+ 60.15,+ 40.65,+ 38.50,+ 41.10,+ 39.20,+ 37.85,+ 1.837,+ 0.961,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2858,2026/02/27 13:12:20,700,+ 60.15,+ 40.60,+ 38.50,+ 41.15,+ 39.20,+ 37.85,+ 1.838,+ 0.961,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2859,2026/02/27 13:12:20,800,+ 60.15,+ 40.60,+ 38.50,+ 41.15,+ 39.15,+ 37.85,+ 1.836,+ 0.961,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2860,2026/02/27 13:12:20,900,+ 60.20,+ 40.60,+ 38.45,+ 41.15,+ 39.20,+ 37.90,+ 1.836,+ 0.961,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2861,2026/02/27 13:12:21,  0,+ 60.20,+ 40.60,+ 38.45,+ 41.20,+ 39.20,+ 37.90,+ 1.837,+ 0.961,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2862,2026/02/27 13:12:21,100,+ 60.20,+ 40.60,+ 38.50,+ 41.15,+ 39.25,+ 37.95,+ 1.835,+ 0.961,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2863,2026/02/27 13:12:21,200,+ 60.20,+ 40.60,+ 38.50,+ 41.20,+ 39.20,+ 37.90,+ 1.835,+ 0.961,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2864,2026/02/27 13:12:21,300,+ 60.20,+ 40.60,+ 38.50,+ 41.20,+ 39.25,+ 37.95,+ 1.835,+ 0.961,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2865,2026/02/27 13:12:21,400,+ 60.20,+ 40.60,+ 38.50,+ 41.15,+ 39.25,+ 37.90,+ 1.835,+ 0.961,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2866,2026/02/27 13:12:21,500,+ 60.25,+ 40.60,+ 38.55,+ 41.20,+ 39.25,+ 37.95,+ 1.834,+ 0.961,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2867,2026/02/27 13:12:21,600,+ 60.25,+ 40.60,+ 38.50,+ 41.15,+ 39.25,+ 37.95,+ 1.834,+ 0.960,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2868,2026/02/27 13:12:21,700,+ 60.25,+ 40.60,+ 38.50,+ 41.15,+ 39.25,+ 37.90,+ 1.834,+ 0.960,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2869,2026/02/27 13:12:21,800,+ 60.25,+ 40.60,+ 38.50,+ 41.20,+ 39.25,+ 37.95,+ 1.833,+ 0.961,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2870,2026/02/27 13:12:21,900,+ 60.25,+ 40.65,+ 38.50,+ 41.20,+ 39.25,+ 37.90,+ 1.833,+ 0.960,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2871,2026/02/27 13:12:22,  0,+ 60.25,+ 40.65,+ 38.50,+ 41.20,+ 39.25,+ 37.95,+ 1.833,+ 0.960,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2872,2026/02/27 13:12:22,100,+ 60.20,+ 40.65,+ 38.55,+ 41.20,+ 39.25,+ 37.90,+ 1.832,+ 0.960,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2873,2026/02/27 13:12:22,200,+ 60.20,+ 40.65,+ 38.55,+ 41.20,+ 39.25,+ 37.90,+ 1.832,+ 0.960,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2874,2026/02/27 13:12:22,300,+ 60.25,+ 40.70,+ 38.55,+ 41.15,+ 39.25,+ 37.95,+ 1.831,+ 0.960,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2875,2026/02/27 13:12:22,400,+ 60.25,+ 40.65,+ 38.55,+ 41.15,+ 39.25,+ 37.90,+ 1.831,+ 0.960,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2876,2026/02/27 13:12:22,500,+ 60.25,+ 40.70,+ 38.55,+ 41.20,+ 39.25,+ 37.95,+ 1.830,+ 0.960,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2877,2026/02/27 13:12:22,600,+ 60.25,+ 40.65,+ 38.55,+ 41.20,+ 39.25,+ 37.95,+ 1.830,+ 0.960,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2878,2026/02/27 13:12:22,700,+ 60.25,+ 40.70,+ 38.55,+ 41.25,+ 39.30,+ 37.95,+ 1.830,+ 0.960,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2879,2026/02/27 13:12:22,800,+ 60.25,+ 40.70,+ 38.55,+ 41.20,+ 39.25,+ 37.95,+ 1.829,+ 0.960,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2880,2026/02/27 13:12:22,900,+ 60.25,+ 40.65,+ 38.55,+ 41.25,+ 39.30,+ 37.95,+ 1.829,+ 0.960,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2881,2026/02/27 13:12:23,  0,+ 60.25,+ 40.70,+ 38.55,+ 41.20,+ 39.25,+ 37.95,+ 1.829,+ 0.960,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2882,2026/02/27 13:12:23,100,+ 60.25,+ 40.70,+ 38.55,+ 41.20,+ 39.30,+ 37.95,+ 1.828,+ 0.960,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2883,2026/02/27 13:12:23,200,+ 60.25,+ 40.70,+ 38.55,+ 41.20,+ 39.30,+ 37.95,+ 1.828,+ 0.960,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2884,2026/02/27 13:12:23,300,+ 60.25,+ 40.70,+ 38.55,+ 41.20,+ 39.30,+ 37.95,+ 1.827,+ 0.960,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2885,2026/02/27 13:12:23,400,+ 60.25,+ 40.70,+ 38.55,+ 41.20,+ 39.30,+ 37.95,+ 1.827,+ 0.959,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2886,2026/02/27 13:12:23,500,+ 60.30,+ 40.70,+ 38.55,+ 41.20,+ 39.30,+ 37.95,+ 1.826,+ 0.960,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2887,2026/02/27 13:12:23,600,+ 60.30,+ 40.70,+ 38.55,+ 41.20,+ 39.30,+ 37.95,+ 1.826,+ 0.960,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2888,2026/02/27 13:12:23,700,+ 60.30,+ 40.70,+ 38.60,+ 41.20,+ 39.30,+ 37.95,+ 1.826,+ 0.959,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2889,2026/02/27 13:12:23,800,+ 60.25,+ 40.70,+ 38.60,+ 41.20,+ 39.35,+ 37.95,+ 1.825,+ 0.960,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2890,2026/02/27 13:12:23,900,+ 60.30,+ 40.75,+ 38.60,+ 41.20,+ 39.30,+ 37.95,+ 1.825,+ 0.959,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2891,2026/02/27 13:12:24,  0,+ 60.30,+ 40.70,+ 38.60,+ 41.20,+ 39.35,+ 37.95,+ 1.824,+ 0.959,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2892,2026/02/27 13:12:24,100,+ 60.30,+ 40.75,+ 38.60,+ 41.20,+ 39.35,+ 37.95,+ 1.824,+ 0.959,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2893,2026/02/27 13:12:24,200,+ 60.30,+ 40.75,+ 38.65,+ 41.25,+ 39.35,+ 38.00,+ 1.823,+ 0.959,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2894,2026/02/27 13:12:24,300,+ 60.30,+ 40.70,+ 38.60,+ 41.25,+ 39.35,+ 38.00,+ 1.823,+ 0.959,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2895,2026/02/27 13:12:24,400,+ 60.35,+ 40.75,+ 38.60,+ 41.20,+ 39.35,+ 38.00,+ 1.823,+ 0.959,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2896,2026/02/27 13:12:24,500,+ 60.30,+ 40.80,+ 38.60,+ 41.25,+ 39.35,+ 37.95,+ 1.822,+ 0.959,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2897,2026/02/27 13:12:24,600,+ 60.35,+ 40.80,+ 38.65,+ 41.25,+ 39.40,+ 38.00,+ 1.822,+ 0.959,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2898,2026/02/27 13:12:24,700,+ 60.35,+ 40.70,+ 38.55,+ 41.25,+ 39.40,+ 37.95,+ 1.821,+ 0.959,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2899,2026/02/27 13:12:24,800,+ 60.35,+ 40.75,+ 38.60,+ 41.25,+ 39.35,+ 38.00,+ 1.821,+ 0.959,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2900,2026/02/27 13:12:24,900,+ 60.35,+ 40.75,+ 38.65,+ 41.25,+ 39.40,+ 38.00,+ 1.821,+ 0.959,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2901,2026/02/27 13:12:25,  0,+ 60.30,+ 40.75,+ 38.55,+ 41.20,+ 39.35,+ 37.95,+ 1.820,+ 0.959,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2902,2026/02/27 13:12:25,100,+ 60.30,+ 40.70,+ 38.55,+ 41.20,+ 39.35,+ 37.95,+ 1.820,+ 0.959,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2903,2026/02/27 13:12:25,200,+ 60.35,+ 40.75,+ 38.60,+ 41.20,+ 39.35,+ 37.95,+ 1.819,+ 0.959,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2904,2026/02/27 13:12:25,300,+ 60.30,+ 40.75,+ 38.55,+ 41.20,+ 39.35,+ 38.00,+ 1.819,+ 0.959,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2905,2026/02/27 13:12:25,400,+ 60.30,+ 40.75,+ 38.60,+ 41.20,+ 39.35,+ 37.95,+ 1.818,+ 0.959,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2906,2026/02/27 13:12:25,500,+ 60.30,+ 40.75,+ 38.60,+ 41.20,+ 39.35,+ 37.95,+ 1.818,+ 0.959,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2907,2026/02/27 13:12:25,600,+ 60.30,+ 40.75,+ 38.60,+ 41.25,+ 39.40,+ 37.95,+ 1.817,+ 0.959,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2908,2026/02/27 13:12:25,700,+ 60.35,+ 40.80,+ 38.65,+ 41.20,+ 39.40,+ 37.95,+ 1.817,+ 0.959,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2909,2026/02/27 13:12:25,800,+ 60.35,+ 40.80,+ 38.60,+ 41.25,+ 39.35,+ 37.95,+ 1.817,+ 0.959,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2910,2026/02/27 13:12:25,900,+ 60.35,+ 40.80,+ 38.65,+ 41.20,+ 39.35,+ 38.00,+ 1.816,+ 0.959,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2911,2026/02/27 13:12:26,  0,+ 60.35,+ 40.80,+ 38.60,+ 41.20,+ 39.40,+ 37.95,+ 1.816,+ 0.959,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2912,2026/02/27 13:12:26,100,+ 60.35,+ 40.80,+ 38.65,+ 41.20,+ 39.40,+ 38.00,+ 1.815,+ 0.959,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2913,2026/02/27 13:12:26,200,+ 60.35,+ 40.80,+ 38.65,+ 41.20,+ 39.35,+ 38.00,+ 1.815,+ 0.959,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2914,2026/02/27 13:12:26,300,+ 60.35,+ 40.80,+ 38.65,+ 41.20,+ 39.35,+ 38.00,+ 1.815,+ 0.959,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2915,2026/02/27 13:12:26,400,+ 60.35,+ 40.85,+ 38.65,+ 41.20,+ 39.40,+ 38.00,+ 1.814,+ 0.959,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2916,2026/02/27 13:12:26,500,+ 60.40,+ 40.85,+ 38.65,+ 41.25,+ 39.40,+ 38.00,+ 1.814,+ 0.959,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2917,2026/02/27 13:12:26,600,+ 60.35,+ 40.80,+ 38.65,+ 41.25,+ 39.40,+ 38.00,+ 1.814,+ 0.959,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2918,2026/02/27 13:12:26,700,+ 60.40,+ 40.85,+ 38.65,+ 41.25,+ 39.40,+ 38.00,+ 1.812,+ 0.959,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2919,2026/02/27 13:12:26,800,+ 60.35,+ 40.80,+ 38.65,+ 41.25,+ 39.40,+ 38.00,+ 1.813,+ 0.959,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2920,2026/02/27 13:12:26,900,+ 60.35,+ 40.85,+ 38.65,+ 41.25,+ 39.40,+ 38.00,+ 1.812,+ 0.959,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2921,2026/02/27 13:12:27,  0,+ 60.40,+ 40.90,+ 38.65,+ 41.25,+ 39.40,+ 38.05,+ 1.811,+ 0.959,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2922,2026/02/27 13:12:27,100,+ 60.40,+ 40.85,+ 38.65,+ 41.20,+ 39.40,+ 38.00,+ 1.812,+ 0.959,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2923,2026/02/27 13:12:27,200,+ 60.40,+ 40.90,+ 38.65,+ 41.30,+ 39.45,+ 38.05,+ 1.811,+ 0.959,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2924,2026/02/27 13:12:27,300,+ 60.40,+ 40.90,+ 38.65,+ 41.30,+ 39.45,+ 38.05,+ 1.811,+ 0.959,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2925,2026/02/27 13:12:27,400,+ 60.40,+ 40.90,+ 38.70,+ 41.25,+ 39.45,+ 38.00,+ 1.811,+ 0.959,LLLLLLLLLL,LLLLLLLLLL,LLLL
      2926,2026/02/27 13:12:27,500,+ 60.40,+ 40.90,+ 38.70,+ 41.25,+ 39.50,+ 38.05,+ 1.811,+ 0.959,LLLLLLLLLL,LLLLLLLLLL,LLLL
